URL,ASIN,Manufacturer,Description
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-88,B07G4D13LB,Lino Perros,"Product Dimensions : 48 x 32 x 14 cm; 558 Grams , Date First Available : 2 August 2018 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B07G4D13LB , Item model number : LBPCLSLTH0101 , Country of Origin : India , Department : Womens , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 558 g , Item Dimensions LxWxH : 48 x 32 x 14 Centimeters , Net Quantity : 1 count , Included Components : Laptop Backpack , Generic Name : Bag , "
https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-89,,Atulitu Agency,
https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-90,,,
https://www.amazon.in/ALIZA-Womens-Tote-Bag-Black/dp/B08JJ8RQNR/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-93,B08JJ8RQNR,,"Product Dimensions : 48 x 15 x 26 cm; 800 Grams , Date First Available : 17 September 2020 , ASIN : B08JJ8RQNR , Item part number : A400 , Country of Origin : India , Department : Women , Item Weight : 800 g , Item Dimensions LxWxH : 48 x 15 x 26 Centimeters , Net Quantity : 1.00 unit , Included Components : Tote Bag , "
https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-94,,,
https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-95,B07QHMKHWH,Gear Merchandise PVT LTD,"Product Dimensions : 43 x 30 x 21 cm; 440 Grams , Date First Available : 5 April 2019 , Manufacturer : Safari , ASIN : B07QHMKHWH , Item model number : CAMELLIA17SBPIN , Country of Origin : China , Department : Girls , Manufacturer : Safari , Packer : Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in , Importer : Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in , Item Weight : 440 g , Item Dimensions LxWxH : 43 x 30 x 21 Centimeters , Net Quantity : 1 count , Included Components : 1Backpack , Generic Name : School Backpack , "
https://www.amazon.in/TRUE-HUMAN-laptop-backpack-cooper/dp/B0BKTQ48D5/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-96,B0BKTQ48D5,Trajectory Marketing LLP,"Product Dimensions : 33 x 45 x 12 cm; 480 Grams , Date First Available : 28 October 2022 , ASIN : B0BKTQ48D5 , Item model number : COOPER-BLUE , Country of Origin : India , Department : Unisex-adult , Item Weight : 480 g , Item Dimensions LxWxH : 33 x 45 x 12 Centimeters , "
https://www.amazon.in/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KSBHC18/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-97,B0B259ZFDC,,"Product Dimensions : 39 x 30 x 1 cm; 100 Grams , Date First Available : 24 May 2022 , ASIN : B0B259ZFDC , Item model number : TT-Z12-WETBAG , Department : unisex-adult , Item Weight : 100 g , Item Dimensions LxWxH : 39 x 30 x 1 Centimeters , Net Quantity : 1.00 unit , "
https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-98,B078J63VRY,TRAWOC,"Is Discontinued By Manufacturer : No , Product Dimensions : 20.32 x 31.75 x 50.8 cm; 730 Grams , Date First Available : 19 December 2017 , Manufacturer : Uber Fashion Merchandise Pvt. Ltd. , ASIN : B078J63VRY , Item model number : Uber01030 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590 , Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560090 , Item Weight : 730 g , Item Dimensions LxWxH : 20.3 x 31.7 x 50.8 Centimeters , Net Quantity : 1 count , Included Components : F Gear 1 Backpack , Generic Name : Laptop Backpack , "
https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-99,B07MV38P1L,EAYIRA,"Is Discontinued By Manufacturer : No , Product Dimensions : 20 x 6 x 18 cm; 300 Grams , Date First Available : 15 January 2019 , Manufacturer : Lino Perros , ASIN : B07MV38P1L , Item model number : LWSL00474BLACK , Country of Origin : China , Department : Women's , Manufacturer : Lino Perros, Sumitsu Apparel Pvt Ltd, Plot No. 324, Phase IV, Sector 18, Gurugram, Haryana , 122016, Ph. 0124 234 0203 , Packer : Sumitsu Apparel Pvt. Ltd. Plot no.324 Udyog Vihar, Phase-IV, Gurgaon, Haryana, Ph : 0124-4270-486 , Importer : Sumitsu Apparel Pvt. Ltd. Plot no.324 Udyog Vihar, Phase-IV, Gurgaon, Haryana, Ph : 0124-4270-486 , Item Weight : 300 g , Item Dimensions LxWxH : 20 x 6 x 18 Centimeters , Net Quantity : 1 count , Included Components : Sling Bag , Generic Name : Sling Bag , "
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675269053&sprefix=ba%2Caps%2C283&sr=8-100,B07XVMR33Q,Gear,"Product Dimensions : 45.72 x 33.02 x 22.86 cm; 440 Grams , Date First Available : 12 September 2019 , Manufacturer : Atulitu Agency , ASIN : B07XVMR33Q , Item part number : Flame-Blu , Country of Origin : India , Department : Unisex-adult , Manufacturer : Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070) , Packer : Atulitu Agency,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070) , Item Weight : 440 g , Item Dimensions LxWxH : 45.7 x 33 x 22.9 Centimeters , Net Quantity : 1.00 Unit , "
https://www.amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-99,,,
https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-100,,Baggit India Pvt Ltd,
https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-101,,F Gear,
https://www.amazon.in/TULMAN-Stylish-Messenger-Shoulder-Bag/dp/B07Q74QLHT/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-102,B07Q74QLHT,Gear Merchandise PVT LTD,"Product Dimensions : 31 x 13 x 26 cm; 430 Grams , Date First Available : 20 July 2019 , ASIN : B07Q74QLHT , Item model number : College Shoulder Bag - Olive , Country of Origin : India , Department : Women , Item Weight : 430 g , Item Dimensions LxWxH : 31 x 13 x 26 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-103,B07G4HH78P,"Saav Tex Private Limited , Kundli, Sonipat (Haryana)","Product Dimensions : 48 x 33 x 18 cm; 600 Grams , Date First Available : 2 August 2018 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B07G4HH78P , Item model number : LBPVG2LTH0501 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 600 g , Item Dimensions LxWxH : 48 x 33 x 18 Centimeters , Net Quantity : 1 count , Included Components : Laptop Backpack , Generic Name : Bag , "
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-104,B09RK6NCGC,Isle Locada,"Product Dimensions : 43 x 34 x 15 cm; 1.2 Kilograms , Date First Available : 8 June 2018 , Manufacturer : Trajectory Marketing LLP , ASIN : B09RK6NCGC , Item model number : Sigma 15.6 Laptop Office Bag Brown , Country of Origin : India , Department : unisex-adult , Manufacturer : Trajectory Marketing LLP, Trajectory Marketing LLP,Delhi , Item Weight : 1 kg 200 g , Item Dimensions LxWxH : 43 x 34 x 15 Centimeters , Included Components : Shoulder Strap , Generic Name : Elegant Messenger Bag , "
https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-105,,Gear Merchandise PVT LTD,
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-106,B0847PGZZM,"Saav Tex Private Limited , Kundli, Sonipat (Haryana)","Product Dimensions : 27 x 33 x 81 cm; 0.6 Grams , Date First Available : 31 January 2020 , Manufacturer : TRAWOC , ASIN : B0847PGZZM , Item model number : HK007-TRAWOC-GREY , Country of Origin : India , Department : unisex-adult , Manufacturer : TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695 , Item Weight : 0.6 g , Item Dimensions LxWxH : 27 x 33 x 81 Centimeters , Net Quantity : 1.00 count , Generic Name : Travel Rucksack Backpack , "
https://www.amazon.in/EAYIRA-Portable-Multifunctional-Organizer-Cosmetic/dp/B07QYVX5FT/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-109,B07QYVX5FT,Bagzone Lifestyle Pvt Ltd,"Package Dimensions : 24.8 x 21.9 x 2.2 cm; 180 Grams , Date First Available : 22 April 2019 , Manufacturer : EAYIRA , ASIN : B07QYVX5FT , Item part number : 4202808718316 , Country of Origin : China , Manufacturer : EAYIRA , Item Weight : 180 g , Net Quantity : 1 count , "
https://www.amazon.in/Gear-Bounce-Backpack-Grey-Orange-BKPBOUNCE0604/dp/B097KCLF5F/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-110,B097KCLF5F,,"Product Dimensions : 48 x 33 x 16 cm; 400 Grams , Date First Available : 19 June 2021 , Manufacturer : Gear , ASIN : B097KCLF5F , Item model number : BKPBOUNCE0604 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 , Packer : Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 , Item Weight : 400 g , Item Dimensions LxWxH : 48 x 33 x 16 Centimeters , Generic Name : Casual Backpack , "
https://www.amazon.in/AirCase-Messenger-Detachable-Shoulder-Warranty/dp/B0BHZ12XQ7/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-111,,Isle Locada,
https://www.amazon.in/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-112,B097C2T2DS,THE HUTCH ENTERPRISES,"Product Dimensions : 30.48 x 7.62 x 24.13 cm; 250 Grams , Date First Available : 16 June 2021 , Manufacturer : Baggit India Pvt Ltd , ASIN : B097C2T2DS , Item model number : 2121613 , Country of Origin : India , Department : Womens , Manufacturer : Baggit India Pvt Ltd, Baggit India Pvt Ltd , Packer : Baggit India Pvt Ltd , Importer : Baggit India Pvt Ltd , Item Weight : 250 g , Item Dimensions LxWxH : 30.5 x 7.6 x 24.1 Centimeters , Net Quantity : 1.00 Handbag , Included Components : Cosmetic_bag , Generic Name : Sling Bag , "
https://www.amazon.in/F-Gear-Enzo-Red-Sports-Waist-Bag/dp/B0862LF7HS/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-113,B0862LF7HS,Uber Fashion Merchandise Pvt. Ltd.,"Product Dimensions : 20 x 4 x 14 cm; 110 Grams , Date First Available : 18 March 2020 , Manufacturer : F Gear , ASIN : B0862LF7HS , Item model number : 3303 , Country of Origin : India , Department : unisex-adult , Manufacturer : F Gear, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590 , Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560213 , Item Weight : 110 g , Item Dimensions LxWxH : 20 x 4 x 14 Centimeters , Net Quantity : 1 count , Included Components : Pack of 1 Waist Bag , Generic Name : Waist Bag , "
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-114,B07G4D13L7,Bagzone Lifestyle Pvt Ltd,"Product Dimensions : 48 x 33 x 18 cm; 600 Grams , Date First Available : 2 August 2018 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B07G4D13L7 , Item model number : LBPVG2LTH0201 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 600 g , Item Dimensions LxWxH : 48 x 33 x 18 Centimeters , Net Quantity : 1 count , Included Components : Laptop Backpack , Generic Name : Bag , "
https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-115,B09Z2G37YY,Baggit India Pvt Ltd.,"Product Dimensions : 40 x 5 x 30 cm; 930 Grams , Date First Available : 28 April 2022 , Manufacturer : Saav Tex Private Limited , Kundli, Sonipat (Haryana) , ASIN : B09Z2G37YY , Item model number : ASTD0398_X , Country of Origin : India , Department : Womens , Manufacturer : Saav Tex Private Limited , Kundli, Sonipat (Haryana) , Item Weight : 930 g , Item Dimensions LxWxH : 40 x 5 x 30 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , "
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1675269056&sprefix=ba%2Caps%2C283&sr=8-116,B07SYJL1P7,,"Product Dimensions : 24 x 7 x 14 cm; 400 Grams , Date First Available : 12 June 2019 , Manufacturer : Isle Locada , ASIN : B07SYJL1P7 , Item model number : EE SANTORONI 04 , Country of Origin : India , Department : Women , Manufacturer : Isle Locada , Item Weight : 400 g , Item Dimensions LxWxH : 24 x 7 x 14 Centimeters , Net Quantity : 1 count , Included Components : Sling Bag , Generic Name : SLING BAG , "
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-115,B07G4D13L7,Shree Suppliers,"Product Dimensions : 48 x 33 x 18 cm; 600 Grams , Date First Available : 2 August 2018 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B07G4D13L7 , Item model number : LBPVG2LTH0201 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 600 g , Item Dimensions LxWxH : 48 x 33 x 18 Centimeters , Net Quantity : 1 count , Included Components : Laptop Backpack , Generic Name : Bag , "
https://www.amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-116,B09Z2G37YY,Fur Jaden,"Product Dimensions : 40 x 5 x 30 cm; 930 Grams , Date First Available : 28 April 2022 , Manufacturer : Saav Tex Private Limited , Kundli, Sonipat (Haryana) , ASIN : B09Z2G37YY , Item model number : ASTD0398_X , Country of Origin : India , Department : womens , Manufacturer : Saav Tex Private Limited , Kundli, Sonipat (Haryana) , Item Weight : 930 g , Item Dimensions LxWxH : 40 x 5 x 30 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , "
https://www.amazon.in/Lavie-Spring-Summer-Womens-Sling/dp/B081KGQ3M4/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-117,B081KGQ3M4,,"Product Dimensions : 23 x 10 x 19 cm; 500 Grams , Date First Available : 27 December 2019 , Manufacturer : Bagzone Lifestyle Pvt Ltd , ASIN : B081KGQ3M4 , Item model number : SEFD163083N3 , Department : Women , Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Item Weight : 500 g , Item Dimensions LxWxH : 23 x 10 x 19 Centimeters , Net Quantity : 1.00 Unit , Included Components : SLING BAG PROMO ONLINE , "
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-118,,Gear Merchandise PVT LTD,
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-119,B07SYJL1P7,Bagzone Lifestyle Pvt Ltd,"Product Dimensions : 24 x 7 x 14 cm; 400 Grams , Date First Available : 12 June 2019 , Manufacturer : Isle Locada , ASIN : B07SYJL1P7 , Item model number : EE SANTORONI 04 , Country of Origin : India , Department : Women , Manufacturer : Isle Locada , Item Weight : 400 g , Item Dimensions LxWxH : 24 x 7 x 14 Centimeters , Net Quantity : 1 count , Included Components : Sling Bag , Generic Name : SLING BAG , "
https://www.amazon.in/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-120,B08Z619V6Z,,"Product Dimensions : 30.48 x 12.7 x 40.64 cm; 1.12 Kilograms , Date First Available : 16 March 2021 , Manufacturer : THE HUTCH ENTERPRISES , ASIN : B08Z619V6Z , Item model number : VNR-MEN-MESSENGER-BAG-106-TAN , Country of Origin : India , Department : unisex-adult , Manufacturer : THE HUTCH ENTERPRISES , Item Weight : 1 kg 120 g , Item Dimensions LxWxH : 30.5 x 12.7 x 40.6 Centimeters , Included Components : Messenger Bag , "
https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-121,B071XJ6XV5,Gear,"Is Discontinued By Manufacturer : No , Product Dimensions : 30.5 x 20.3 x 45.7 cm; 790 Grams , Date First Available : 14 June 2017 , Manufacturer : Uber Fashion Merchandise Pvt. Ltd. , ASIN : B071XJ6XV5 , Item model number : Uber01026 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590 , Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560079 , Item Weight : 790 g , Item Dimensions LxWxH : 30.5 x 20.3 x 45.7 Centimeters , Net Quantity : 1 count , Included Components : Pack of 1 Backpack , Generic Name : Laptop Backpack , "
https://www.amazon.in/Lavie-Broxa-Flap-Womens-Sling/dp/B08QTF8RPM/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-122,B08QTF8RPM,Gear Merchandise PVT LTD,"Product Dimensions : 21.5 x 15 x 9 cm; 500 Grams , Date First Available : 16 December 2020 , Manufacturer : Bagzone Lifestyle Pvt Ltd , ASIN : B08QTF8RPM , Item model number : SYGE953033M3 , Country of Origin : India , Department : Women , Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Item Weight : 500 g , Item Dimensions LxWxH : 21.5 x 15 x 9 Centimeters , Net Quantity : 1 count , Included Components : Sling Bag , Generic Name : Handbags , "
https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-125,B098TKJG1L,Uber Fashion Merchandise Pvt. Ltd.,"Product Dimensions : 25.4 x 12.7 x 24.13 cm; 250 Grams , Date First Available : 7 July 2021 , Manufacturer : Baggit India Pvt Ltd. , ASIN : B098TKJG1L , Item model number : 2121434 , Country of Origin : India , Department : Women , Manufacturer : Baggit India Pvt Ltd., Baggit India Pvt Ltd., Shree Arihant Compound, Kalher, Bhiwandi, Thane - 421302 , Packer : Baggit India Pvt Ltd., Shree Arihant Compound, Kalher, Bhiwandi, Thane - 421302 , Importer : Baggit India Pvt Ltd , Item Weight : 250 g , Item Dimensions LxWxH : 25.4 x 12.7 x 24.1 Centimeters , Net Quantity : 1.00 count , Included Components : cosmetic_bag , Generic Name : Satchel Handbag , "
https://www.amazon.in/Osaka-Pro-Waterproof-Accessories-Others-Made/dp/B081Z1TVPQ/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-126,,,
https://www.amazon.in/HOT-DELIVERY-BAG-Insulated-waterproof/dp/B08VJ4VWGZ/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-127,B08VJ4VWGZ,,"Product Dimensions : 22 x 11.9 x 6.3 cm; 210 Grams , Date First Available : 1 February 2021 , Manufacturer : Shree Suppliers , ASIN : B08VJ4VWGZ , Item model number : Parent_DH_MAIN , Country of Origin : India , Department : Unisex-adult , Manufacturer : Shree Suppliers, Shree Suppliers, 9833712003 , Item Weight : 210 g , Item Dimensions LxWxH : 22 x 11.9 x 6.3 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-128,B07J46KLFP,,"Is Discontinued By Manufacturer : No , Product Dimensions : 30 x 20 x 42 cm; 400 Grams , Date First Available : 6 October 2018 , Manufacturer : Fur Jaden , ASIN : B07J46KLFP , Item model number : BM36_GreyRed , Country of Origin : India , Manufacturer : Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Packer : Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028 , Item Weight : 400 g , Item Dimensions LxWxH : 30 x 20 x 42 Centimeters , Net Quantity : 2 count , Included Components : 1 Laptop Backpack with USB Charging Port , Generic Name : Laptop Backpack , "
https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_129?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-129,B0993Q72WD,Shri Salasar Enterprises,"Product Dimensions : 16.51 x 8.89 x 24.13 cm; 190 Grams , Date First Available : 10 July 2021 , ASIN : B0993Q72WD , Item model number : 1528 , Country of Origin : India , Department : unisex-adult , Item Weight : 190 g , Item Dimensions LxWxH : 16.5 x 8.9 x 24.1 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_130?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-130,,SaiTech IT Private Limited,
